3200.0 0.0
3210.0 0.0
3220.0 0.0
3230.0 0.0
3240.0 0.0
3250.0 3.87054116e-05
3260.0 0.000175771984
3270.0 0.000649485416
3280.0 0.0019669082
3290.0 0.00501083084
3300.0 0.0109458069
3310.0 0.0207035425
3320.0 0.0346967871
3330.0 0.0525319303
3340.0 0.0735388438
3350.0 0.0960352312
3360.0 0.118775774
3370.0 0.142278579
3380.0 0.165557648
3390.0 0.188569139
3400.0 0.209777042
3410.0 0.228816153
3420.0 0.243876762
3430.0 0.251683002
3440.0 0.252028055
3450.0 0.24623711
3460.0 0.236607056
3470.0 0.224177192
3480.0 0.209227858
3490.0 0.194530288
3500.0 0.184648618
3510.0 0.179305755
3520.0 0.178271311
3530.0 0.181390624
3540.0 0.187815712
3550.0 0.196988564
3560.0 0.208368927
3570.0 0.218816761
3580.0 0.22739315
3590.0 0.23269568
3600.0 0.235262373
3610.0 0.235236779
3620.0 0.23262222
3630.0 0.230119196
3640.0 0.226963302
3650.0 0.223965129
3660.0 0.220851952
3670.0 0.21714126
3680.0 0.213344154
3690.0 0.209205477
3700.0 0.204351616
3710.0 0.199662718
3720.0 0.194047545
3730.0 0.188483494
3740.0 0.183208476
3750.0 0.178318209
3760.0 0.173890313
3770.0 0.169635287
3780.0 0.165792693
3790.0 0.163149992
3800.0 0.162143918
3810.0 0.162970621
3820.0 0.165710956
3830.0 0.169961239
3840.0 0.1760988
3850.0 0.184059158
3860.0 0.194238295
3870.0 0.206356006
3880.0 0.220657102
3890.0 0.237116719
3900.0 0.254352193
3910.0 0.272190884
3920.0 0.290902882
3930.0 0.309720582
3940.0 0.328957214
3950.0 0.34761739
3960.0 0.366115424
3970.0 0.383814919
3980.0 0.400577473
3990.0 0.417033309
4000.0 0.432175816
4010.0 0.445724674
4020.0 0.458577354
4030.0 0.471165073
4040.0 0.48219723
4050.0 0.492469156
4060.0 0.502413396
4070.0 0.511097031
4080.0 0.519143948
4090.0 0.526682329
4100.0 0.533465853
4110.0 0.54022284
4120.0 0.546430076
4130.0 0.551528478
4140.0 0.555995849
4150.0 0.560569552
4160.0 0.564778087
4170.0 0.568622415
4180.0 0.572312056
4190.0 0.575414198
4200.0 0.578302699
4210.0 0.581114252
4220.0 0.583509508
4230.0 0.586304473
4240.0 0.588367544
4250.0 0.589904162
4260.0 0.591869044
4270.0 0.594047094
4280.0 0.595856172
4290.0 0.597358538
4300.0 0.59902208
4310.0 0.600480299
4320.0 0.601947486
4330.0 0.603784439
4340.0 0.605619651
4350.0 0.607578555
4360.0 0.609316261
4370.0 0.61038333
4380.0 0.611873002
4390.0 0.613471421
4400.0 0.615301491
4410.0 0.617051916
4420.0 0.618770262
4430.0 0.620491848
4440.0 0.621830825
4450.0 0.623213524
4460.0 0.624124728
4470.0 0.624677054
4480.0 0.62570039
4490.0 0.626754139
4500.0 0.626992584
4510.0 0.627045018
4520.0 0.627776042
4530.0 0.628024959
4540.0 0.627830049
4550.0 0.627863884
4560.0 0.627768801
4570.0 0.627250734
4580.0 0.627002752
4590.0 0.627126244
4600.0 0.627028071
4610.0 0.62703815
4620.0 0.626988856
4630.0 0.626807361
4640.0 0.626966695
4650.0 0.627574894
4660.0 0.628031807
4670.0 0.627969393
4680.0 0.628034517
4690.0 0.628815234
4700.0 0.629195435
4710.0 0.629405816
4720.0 0.630436775
4730.0 0.631227249
4740.0 0.631647699
4750.0 0.632206645
4760.0 0.63304891
4770.0 0.633972467
4780.0 0.63449655
4790.0 0.634587167
4800.0 0.634636782
4810.0 0.635558641
4820.0 0.635486327
4830.0 0.635059167
4840.0 0.63503156
4850.0 0.635341726
4860.0 0.635598111
4870.0 0.635800632
4880.0 0.635649698
4890.0 0.635449674
4900.0 0.635285854
4910.0 0.634943958
4920.0 0.634267324
4930.0 0.633881589
4940.0 0.633817275
4950.0 0.634064731
4960.0 0.633754596
4970.0 0.633352373
4980.0 0.632940243
4990.0 0.632048101
5000.0 0.631462795
5010.0 0.631300874
5020.0 0.631736116
5030.0 0.631278808
5040.0 0.630828067
5050.0 0.63078819
5060.0 0.630627132
5070.0 0.630860842
5080.0 0.630519886
5090.0 0.629858587
5100.0 0.630124067
5110.0 0.630443816
5120.0 0.630188857
5130.0 0.629517281
5140.0 0.630127692
5150.0 0.630179832
5160.0 0.629884582
5170.0 0.629782293
5180.0 0.629491858
5190.0 0.629598184
5200.0 0.630007723
5210.0 0.629904426
5220.0 0.629312639
5230.0 0.628529909
5240.0 0.628005828
5250.0 0.627664462
5260.0 0.626993552
5270.0 0.626274714
5280.0 0.625418417
5290.0 0.624374101
5300.0 0.623347947
5310.0 0.622999495
5320.0 0.622592485
5330.0 0.622259676
5340.0 0.622061721
5350.0 0.621221392
5360.0 0.620734428
5370.0 0.62025465
5380.0 0.619949449
5390.0 0.62002433
5400.0 0.620168751
5410.0 0.620156406
5420.0 0.620094685
5430.0 0.619748512
5440.0 0.619594371
5450.0 0.619955482
5460.0 0.620800221
5470.0 0.621696432
5480.0 0.62190302
5490.0 0.622291358
5500.0 0.622688637
5510.0 0.622673936
5520.0 0.622488654
5530.0 0.623351843
5540.0 0.62343944
5550.0 0.622951427
5560.0 0.622524834
5570.0 0.621930222
5580.0 0.621015987
5590.0 0.619944641
5600.0 0.619327372
5610.0 0.618055506
5620.0 0.617419906
5630.0 0.616247289
5640.0 0.615369731
5650.0 0.614279326
5660.0 0.613045729
5670.0 0.612320396
5680.0 0.611200481
5690.0 0.609421475
5700.0 0.608587274
5710.0 0.60704912
5720.0 0.605884592
5730.0 0.605187274
5740.0 0.605313069
5750.0 0.60526859
5760.0 0.605894731
5770.0 0.607065131
5780.0 0.609151193
5790.0 0.610863647
5800.0 0.613287749
5810.0 0.61648561
5820.0 0.619356389
5830.0 0.623466374
5840.0 0.627265648
5850.0 0.63076648
5860.0 0.633546314
5870.0 0.637132151
5880.0 0.639512166
5890.0 0.641722015
5900.0 0.643202692
5910.0 0.643306317
5920.0 0.642637309
5930.0 0.64304374
5940.0 0.642341725
5950.0 0.641217847
5960.0 0.640308326
5970.0 0.637371984
5980.0 0.63471495
5990.0 0.631253118
6000.0 0.627856079
6010.0 0.625130567
6020.0 0.62081851
6030.0 0.617806737
6040.0 0.615826556
6050.0 0.613625406
6060.0 0.61250321
6070.0 0.611550345
6080.0 0.611800173
6090.0 0.612404288
6100.0 0.613169161
6110.0 0.615032031
6120.0 0.616458678
6130.0 0.619059805
6140.0 0.621930198
6150.0 0.625579651
6160.0 0.629519224
6170.0 0.633682267
6180.0 0.637903928
6190.0 0.643645113
6200.0 0.649530382
6210.0 0.65445781
6220.0 0.659320954
6230.0 0.662172748
6240.0 0.664236833
6250.0 0.666534979
6260.0 0.668010993
6270.0 0.669063943
6280.0 0.668947536
6290.0 0.668528803
6300.0 0.666866457
6310.0 0.665185307
6320.0 0.663192663
6330.0 0.659649829
6340.0 0.655741785
6350.0 0.650929127
6360.0 0.646427993
6370.0 0.640821305
6380.0 0.635157012
6390.0 0.627950218
6400.0 0.620667611
6410.0 0.613058786
6420.0 0.605465373
6430.0 0.59722784
6440.0 0.588272243
